guid,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,year,now_cost,element_type
235,Ilkay,Gündogan,3,1,41,704,8,209.6,186.8,199.0,2,196,59.6,3,0,0,1.3,2016,,
236,Manuel,Agudo Durán,4,3,54,777,7,238.4,210.0,411.0,2,170,85.6,3,1,3,1.0,2016,,
237,Oleksandr,Zinchenko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
238,Sergio,Agüero,20,5,175,2404,30,518.2,871.8,1853.0,32,640,323.9,8,1,4,17.6,2016,,
239,Wilfried,Bony,2,0,29,684,12,116.9,103.0,271.0,3,92,49.0,3,0,1,0.6,2016,,
240,Kelechi,Iheanacho,4,3,52,537,9,193.7,224.0,463.0,6,180,87.4,1,0,0,2.3,2016,,
241,David,de Gea,0,0,136,3150,29,10.0,542.4,0.0,5,575,55.0,14,0,2,33.2,2016,,
242,Sergio,Romero,0,0,23,180,0,0.0,77.2,0.0,3,80,7.7,2,0,0,0.2,2016,,
243,Chris,Smalling,1,1,52,1217,16,36.1,342.6,95.0,1,282,47.4,4,0,0,1.1,2016,,
244,Phil,Jones,0,0,55,1584,14,35.2,437.8,89.0,4,362,56.3,5,0,2,0.7,2016,,
245,Guillermo,Varela,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
246,Luke,Shaw,0,3,45,688,6,160.5,139.2,64.0,4,202,36.5,4,0,1,6.4,2016,,
247,Marcos,Rojo,1,0,77,1663,13,71.0,446.4,147.0,7,394,66.5,8,0,5,0.7,2016,,
248,Patrick,McNair,0,0,12,353,9,51.1,30.6,28.0,0,58,10.7,1,0,0,0.2,2016,,
249,Antonio,Valencia,1,3,120,2483,20,614.8,547.2,243.0,9,612,140.6,12,0,5,12.4,2016,,
250,Matteo,Darmian,0,0,70,1333,8,74.0,206.0,13.0,6,319,29.4,9,0,3,1.0,2016,,
251,Cameron,Borthwick-Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
252,Timothy,Fosu-Mensah,0,0,9,97,0,2.9,12.8,8.0,0,36,2.4,1,0,0,0.2,2016,,
253,Daley,Blind,1,2,98,1830,17,426.6,534.0,122.0,14,525,108.2,9,0,2,4.7,2016,,
254,Eric,Bailly,0,0,105,2058,15,31.0,481.2,98.0,14,542,61.2,13,0,4,8.3,2016,,
255,Juan,Mata,6,3,102,1614,16,747.5,457.6,598.0,14,457,179.9,10,0,3,2.0,2016,,
256,Marouane,Fellaini,1,0,48,1604,14,281.9,299.0,333.0,0,259,90.9,10,1,8,0.3,2016,,
257,Memphis,Depay,0,0,3,24,1,1.8,1.2,4.0,0,6,0.7,0,0,1,0.2,2016,,
258,Michael,Carrick,0,0,42,1601,14,209.3,288.0,48.0,0,297,54.5,5,0,2,1.7,2016,,
259,Ashley,Young,0,1,26,760,6,167.0,147.4,61.0,1,154,37.6,4,0,2,0.1,2016,,
260,Adnan,Januzaj,0,3,49,1628,38,470.8,226.2,364.0,0,158,106.4,3,1,3,0.5,2016,,
261,Ander,Herrera,1,6,97,2465,18,720.8,593.2,276.0,11,559,159.2,13,1,5,2.2,2016,,
262,Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
263,Morgan,Schneiderlin,1,0,37,1073,14,112.3,216.2,90.0,1,214,42.0,5,0,2,0.4,2016,,
264,Bastian,Schweinsteiger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
265,Jesse,Lingard,1,3,60,1360,12,522.3,229.4,439.0,3,227,118.0,7,0,3,0.8,2016,,
266,Anthony,Martial,4,6,95,1553,13,399.1,382.8,579.0,9,302,136.2,9,0,2,2.5,2016,,
267,Henrikh,Mkhitaryan,4,1,73,1348,8,512.2,325.8,427.0,3,279,126.2,10,0,1,2.1,2016,,
268,Wayne,Rooney,5,5,76,1540,16,593.8,394.2,616.0,9,322,160.2,6,0,8,2.4,2016,,
269,James,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
270,Marcus,Rashford,5,3,76,1712,15,411.4,316.2,734.0,2,287,145.5,7,0,3,10.6,2016,,
271,Zlatan,Ibrahimovic,17,7,163,2438,22,775.0,807.8,1694.0,28,540,327.3,11,0,7,22.8,2016,,
272,Dimitrios,Konstantopoulos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
273,Víctor,Valdés,0,0,102,2520,36,0.3,607.6,2.0,10,493,61.0,8,0,1,4.3,2016,,
274,Daniel,Ayala,1,0,31,918,16,10.4,220.8,166.0,0,174,39.8,3,0,3,0.1,2016,,
275,George,Friend,0,3,59,1964,35,169.1,436.0,213.0,6,371,82.0,4,0,4,1.8,2016,,
276,Dael,Fry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,2016,,
277,Ben,Gibson,1,1,121,3420,53,55.7,818.4,248.0,14,682,112.2,11,0,4,8.8,2016,,
278,Emilio,Nsue Lopez,0,0,10,320,5,31.9,47.6,38.0,0,49,11.9,1,0,0,0.2,2016,,
279,Bernardo,Espinosa Zúńiga,0,0,35,975,13,10.0,224.8,39.0,3,198,27.4,4,0,2,0.1,2016,,
280,Albert,Adomah,0,0,3,122,2,20.5,8.4,33.0,0,6,6.0,0,0,0,0.0,2016,,
281,Stewart,Downing,1,3,77,2214,39,566.9,324.6,283.0,3,364,117.7,7,0,1,0.4,2016,,
282,Adam,Clayton,0,2,70,2804,45,323.3,454.6,71.0,0,427,84.8,10,0,10,0.8,2016,,
283,Grant,Leadbitter,1,0,28,710,12,139.9,93.4,88.0,1,125,31.9,3,0,1,0.0,2016,,
284,Adam,Reach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
285,Adam,Forshaw,0,2,77,2695,36,511.6,275.6,240.0,3,401,102.5,9,0,4,0.4,2016,,
286,Carlos,De Pena,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2016,,
287,Julien,de Sart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
288,Viktor,Fischer,0,3,25,438,6,121.7,82.6,165.0,0,91,37.0,1,0,0,0.2,2016,,
289,Marten,de Roon,4,1,91,2773,44,245.8,370.6,390.0,5,399,100.1,8,0,8,1.8,2016,,
290,David,Nugent,0,0,4,43,0,3.3,3.4,2.0,0,11,0.7,0,0,0,0.2,2016,,
291,Jordan,Rhodes,0,0,8,211,2,28.0,21.6,104.0,0,21,15.4,0,0,0,0.2,2016,,
292,Cristhian,Stuani,4,0,54,1355,15,132.4,224.0,430.0,4,203,78.3,4,0,4,2.4,2016,,
293,Fraser,Forster,0,0,134,3420,48,10.0,553.6,0.0,4,625,56.4,14,0,3,5.0,2016,,
294,Paulo,Gazzaniga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
295,Ryan,Bertrand,2,5,123,2507,36,442.4,517.4,255.0,9,575,121.5,12,0,3,3.9,2016,,
296,Jose,Fonte,0,0,98,2934,46,128.0,654.4,221.0,10,592,100.2,11,0,4,3.2,2016,,
297,Maya,Yoshida,1,1,78,2070,32,62.8,532.6,277.0,8,469,87.5,7,0,2,5.9,2016,,
298,Matt,Targett,0,0,12,373,4,87.9,64.6,12.0,0,80,16.5,1,0,0,0.2,2016,,
299,Florin,Gardos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
300,Cédric,Soares,0,3,102,2515,36,648.9,591.0,155.0,11,584,139.6,11,0,7,2.7,2016,,
301,Cuco,Martina,0,0,31,592,6,114.7,94.2,20.0,5,140,22.7,3,0,0,0.4,2016,,
302,Virgil,van Dijk,1,0,75,1852,23,81.1,546.2,232.0,14,435,86.0,7,1,3,5.3,2016,,
303,Nathan,Redmond,7,1,126,2898,40,880.3,545.6,1021.0,13,483,243.8,12,1,2,7.4,2016,,
304,Steven,Davis,0,3,77,2643,37,573.0,437.6,379.0,0,450,138.9,10,0,3,0.5,2016,,
305,James,Ward-Prowse,4,4,92,1883,26,729.1,427.4,448.0,5,377,160.7,9,0,4,1.4,2016,,
306,Harrison,Reed,0,0,3,64,1,1.4,11.0,0.0,0,16,1.3,0,0,0,0.1,2016,,
307,Dusan,Tadic,3,7,108,2411,29,1144.1,455.4,819.0,4,376,242.0,13,0,4,2.0,2016,,
308,Jordy,Clasie,1,1,38,1022,15,129.1,122.4,94.0,3,157,33.3,2,0,3,0.1,2016,,
309,Oriol,Romeu Vidal,1,0,80,3071,42,280.5,585.6,240.0,4,566,110.7,13,0,11,0.8,2016,,
310,Jay,Rodriguez,5,2,73,893,15,132.8,255.2,507.0,8,170,89.4,3,0,0,0.3,2016,,
311,Pierre-Emile,Hojbjerg,0,0,38,1300,16,305.0,222.0,216.0,0,232,74.1,6,0,2,1.6,2016,,
312,Shane,Long,3,2,57,1262,23,231.6,201.6,584.0,2,159,100.1,2,0,2,3.0,2016,,
313,Charlie,Austin,6,1,62,934,8,134.3,274.2,573.0,10,218,97.9,6,0,1,1.8,2016,,
314,Shay,Given,0,0,13,450,14,0.0,144.8,0.0,3,92,14.4,0,0,1,0.4,2016,,
315,Jack,Butland,0,0,20,450,8,0.0,121.8,0.0,2,104,12.2,2,0,0,0.9,2016,,
316,Jakob,Haugaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
317,Ryan,Shawcross,1,2,94,3150,53,65.3,732.2,395.0,6,549,119.3,9,0,6,1.7,2016,,
318,Marc,Wilson,0,0,0,255,7,34.5,63.0,5.0,0,29,10.3,0,0,3,2.3,2016,,
319,Geoff,Cameron,0,1,58,1629,25,165.0,354.4,174.0,5,340,69.6,6,0,1,0.4,2016,,
320,Erik,Pieters,0,2,103,3151,50,353.8,583.2,130.0,9,614,107.1,10,0,5,6.7,2016,,
321,Marc,Muniesa,1,0,34,650,7,59.7,172.4,50.0,3,153,28.2,3,0,2,0.8,2016,,
322,Phil,Bardsley,0,0,27,1168,17,146.7,155.0,51.0,0,174,35.4,3,1,4,0.1,2016,,
323,Philipp,Wollscheid,0,0,1,180,5,3.4,36.4,10.0,0,23,5.0,0,0,1,0.2,2016,,
324,Glen,Johnson,0,0,56,1957,34,176.1,350.0,101.0,3,376,62.8,6,0,1,0.1,2016,,
325,Dionatan do Nascimento,Teixeira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2016,,
326,Stephen,Ireland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
327,Charlie,Adam,1,4,59,1491,23,477.6,263.4,328.0,5,218,106.7,6,0,7,0.3,2016,,
328,Glenn,Whelan,0,1,62,2276,40,336.6,392.6,41.0,3,380,77.0,7,0,5,0.7,2016,,
329,Jonathan,Walters,4,3,72,1304,22,198.7,294.0,487.0,3,195,98.0,6,0,1,0.1,2016,,
330,Marko,Arnautovic,6,7,117,2713,43,768.7,530.4,861.0,8,401,216.2,9,1,9,1.0,2016,,
331,Ibrahim,Afellay,0,0,15,384,5,55.2,32.0,63.0,0,63,14.8,0,0,0,0.0,2016,,
332,Xherdan,Shaqiri,4,2,80,1699,21,672.9,293.6,453.0,8,275,141.6,8,0,2,3.0,2016,,
333,Giannelli,Imbula,0,1,24,796,20,111.3,65.0,44.0,1,126,22.0,2,0,1,0.1,2016,,
334,Bojan,Krkic,3,0,30,475,12,84.5,125.4,114.0,4,93,32.1,0,0,1,0.7,2016,,
335,Peter,Crouch,7,3,79,1343,23,260.9,346.6,664.0,7,262,126.8,4,0,3,3.4,2016,,
336,Mame Biram,Diouf,1,2,51,1385,26,148.6,198.0,340.0,2,190,68.4,5,0,3,0.3,2016,,
337,Jose Luis,Mato Sanmartín,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
338,Vito,Mannone,0,0,34,810,19,0.0,247.0,0.0,6,187,24.8,2,0,0,0.6,2016,,
339,Jordan,Pickford,0,0,102,2610,50,40.0,933.0,0.0,9,608,97.4,4,0,0,11.0,2016,,
340,Younes,Kaboul,2,0,57,1910,36,31.5,443.2,243.0,1,342,71.8,4,0,2,0.6,2016,,
341,John,O'Shea,0,1,47,2158,42,21.3,453.4,98.0,3,335,57.0,3,0,5,0.4,2016,,
342,Billy,Jones,1,0,56,2270,49,387.5,476.8,270.0,6,368,113.5,5,0,8,0.1,2016,,
343,Patrick,van Aanholt,5,1,98,2498,53,534.2,616.0,383.0,9,534,153.5,5,0,3,3.6,2016,,
344,Adam,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
345,Lamine,Koné,1,0,69,2545,46,35.6,624.0,339.0,5,451,100.2,5,0,4,1.7,2016,,
346,Jan,Kirchhoff,0,1,12,433,11,30.1,53.6,26.0,0,61,10.9,0,0,1,0.0,2016,,
347,Lee,Cattermole,0,0,12,633,13,47.3,65.0,12.0,0,63,12.6,0,0,4,0.1,2016,,
348,Sebastian,Larsson,0,3,40,1468,35,402.5,206.0,109.0,0,219,71.4,3,1,4,0.0,2016,,
349,Jack,Rodwell,0,1,38,1492,32,131.0,235.0,233.0,1,200,60.0,2,0,4,0.6,2016,,
350,Jeremain,Lens,0,0,2,69,1,31.3,14.2,52.0,0,12,9.7,0,0,0,0.0,2016,,
351,Wahbi,Khazri,1,0,31,849,21,332.2,112.2,203.0,3,96,64.9,1,0,6,0.1,2016,,
352,Duncan,Watmore,0,5,43,1025,20,159.7,118.6,241.0,1,125,51.4,2,0,1,0.1,2016,,
353,Fabio,Borini,2,0,49,1742,34,257.3,217.0,406.0,3,177,87.4,5,0,5,0.6,2016,,
354,Jermain,Defoe,15,3,166,3322,63,274.5,630.4,1379.0,24,529,227.0,6,0,1,16.1,2016,,
355,Lukasz,Fabianski,0,0,116,3330,69,0.1,780.4,0.0,8,650,78.1,8,0,1,3.6,2016,,
356,Kristoffer,Nordfeldt,0,0,3,90,1,0.0,24.8,0.0,0,12,2.5,0,0,0,3.4,2016,,
357,Kyle,Naughton,1,0,82,2714,48,407.5,589.0,216.0,7,528,121.3,8,0,5,2.1,2016,,
358,Ashley,Williams,1,3,127,3160,40,119.1,927.6,289.0,9,739,133.9,13,1,7,8.7,2016,,
359,Neil,Taylor,0,1,22,920,26,84.1,149.2,12.0,0,160,24.6,2,0,1,0.1,2016,,
360,Angel,Rangel,1,0,26,831,24,122.7,221.8,54.0,1,190,40.0,1,0,1,0.2,2016,,
361,Jordi,Amat,0,0,21,1409,36,29.2,332.2,106.0,0,237,46.8,2,0,5,7.4,2016,,
362,Federico,Fernández,0,1,63,2430,41,38.2,579.4,206.0,4,435,82.9,6,0,7,1.9,2016,,
363,Franck,Tabanou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
364,Stephen,Kingsley,0,0,29,1036,20,106.8,140.2,15.0,2,192,26.2,3,0,0,8.9,2016,,
365,Mike,van der Hoorn,1,0,16,662,20,1.2,191.6,50.0,0,125,24.3,1,0,1,0.2,2016,,
366,Jack,Cork,0,1,50,2232,51,222.0,331.2,168.0,0,348,71.6,3,0,7,0.1,2016,,
367,Gylfi,Sigurdsson,9,13,181,3327,70,1302.7,905.4,1074.0,18,684,328.3,7,0,2,10.8,2016,,
368,Wayne,Routledge,3,2,74,1917,42,428.5,273.2,355.0,2,228,105.5,5,0,1,0.3,2016,,
369,Leon,Britton,0,0,32,1163,24,72.8,127.8,10.0,0,200,21.2,5,0,3,0.1,2016,,
370,Jay,Fulton,0,0,19,690,15,53.3,85.4,47.0,0,92,18.7,3,0,2,0.0,2016,,
371,Sung-yueng,Ki,0,1,41,1291,28,210.9,160.4,77.0,0,220,44.4,4,0,3,0.1,2016,,
372,Jefferson,Montero,0,1,18,380,9,134.3,82.4,99.0,0,76,31.5,0,0,0,0.1,2016,,
373,André,Ayew,6,3,89,1439,25,233.4,324.4,505.0,5,257,105.6,6,0,1,1.0,2016,,
374,Leroy,Fer,6,2,95,2405,49,333.9,507.6,443.0,5,429,128.3,4,0,9,4.6,2016,,
375,Nathan,Dyer,0,1,12,214,11,57.5,40.0,48.0,0,47,14.6,0,0,0,0.1,2016,,
376,Bafétimbi,Gomis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
377,Marvin,Emnes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,2016,,
378,Modou,Barrow,0,2,34,1145,23,332.7,153.6,223.0,0,136,70.5,4,0,1,0.6,2016,,
379,Hugo,Lloris,0,0,143,3004,24,20.0,664.6,2.0,6,665,68.7,15,0,0,7.9,2016,,
380,Michel,Vorm,0,0,17,416,2,0.0,70.4,0.0,0,81,6.9,2,0,0,0.3,2016,,
381,Toby,Alderweireld,1,0,120,2601,17,102.2,618.4,363.0,4,611,108.6,14,0,1,9.6,2016,,
382,Danny,Rose,2,3,84,1530,11,371.5,387.4,237.0,6,357,99.6,8,0,8,4.3,2016,,
383,Kyle,Walker,0,6,142,2701,21,570.5,564.0,264.0,18,640,140.2,14,0,8,27.6,2016,,
384,Jan,Vertonghen,0,0,126,2894,21,121.1,790.8,138.0,8,733,105.1,15,0,5,7.7,2016,,
385,Ben,Davies,1,3,90,1739,13,449.6,452.0,156.0,5,443,105.8,8,0,1,5.2,2016,,
386,Kieran,Trippier,0,5,51,568,3,185.6,183.8,35.0,7,202,40.6,3,0,1,0.4,2016,,
387,Kevin,Wimmer,0,0,2,357,4,14.4,39.4,0.0,0,26,5.4,0,0,3,0.1,2016,,
388,DeAndre,Yedlin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2016,,
389,Eric,Dier,2,0,93,3043,24,223.8,663.6,315.0,4,505,120.7,16,0,6,5.1,2016,,
390,Mousa,Dembélé,1,2,76,2056,17,409.7,407.2,121.0,6,456,94.2,11,0,5,0.5,2016,,
391,Nacer,Chadli,5,6,110,2135,32,538.8,412.0,543.0,8,359,148.7,6,0,2,1.4,2016,,
392,Erik,Lamela,1,1,28,595,2,275.2,121.8,225.0,4,93,62.2,4,0,1,3.3,2016,,
393,Christian,Eriksen,8,20,218,3159,24,1679.2,974.6,1244.0,30,798,389.7,16,0,0,17.9,2016,,
394,Nabil,Bentaleb,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
395,Ryan,Mason,1,0,26,927,27,149.6,116.0,137.0,0,126,39.8,0,0,4,0.0,2016,,
396,Tom,Carroll,1,2,52,1389,18,268.2,253.8,86.0,4,243,61.0,5,0,1,2.6,2016,,
397,Bamidele,Alli,18,11,225,3036,22,778.7,969.6,1270.0,17,679,301.7,17,0,4,32.3,2016,,
398,Joshua,Onomah,0,0,5,22,0,4.4,7.4,18.0,0,17,3.0,0,0,0,0.1,2016,,
399,Victor,Wanyama,4,2,103,3012,25,486.0,609.6,480.0,7,578,157.7,12,0,10,2.9,2016,,
400,Alex,Pritchard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
401,Heung-Min,Son,14,9,174,2063,18,642.3,753.4,1161.0,13,512,255.6,10,0,2,11.0,2016,,
402,Harry,Kane,29,7,224,2523,19,548.4,1279.0,1530.0,33,920,336.0,14,0,3,23.3,2016,,
403,Clinton,N'Jie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
404,Vincent,Janssen,2,3,55,845,8,241.3,158.0,501.0,3,134,89.4,3,0,0,0.8,2016,,
405,Costel,Pantilimon,0,0,2,83,4,0.0,41.6,0.0,0,20,4.1,0,0,0,0.4,2016,,
406,Heurelho,Gomes,0,0,113,3337,64,10.0,834.4,0.0,6,681,84.4,7,0,1,1.7,2016,,
407,Craig,Cathcart,0,1,31,1162,21,61.7,225.2,45.0,3,183,33.2,2,0,3,0.2,2016,,
408,Sebastian,Prödl,1,2,67,2770,49,111.3,624.0,302.0,3,441,103.8,5,1,10,0.8,2016,,
409,Juan Carlos,Paredes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,2016,,
410,José,Holebas,2,4,87,2905,61,567.6,666.8,211.0,9,547,144.6,7,0,14,3.0,2016,,
411,Allan-Roméo,Nyom,0,2,74,2638,39,214.3,461.0,109.0,6,419,78.3,5,0,8,1.3,2016,,
412,Miguel,Britos,1,2,71,2280,36,96.7,531.2,280.0,8,413,90.9,6,2,6,0.7,2016,,
413,Christian,Kabasele,2,0,35,771,15,49.1,200.4,166.0,1,143,41.7,1,0,1,0.0,2016,,
414,Adlene,Guédioura,0,1,26,861,20,169.2,123.6,100.0,0,131,38.7,0,0,2,0.1,2016,,
415,Etienne,Capoue,7,2,131,3204,60,696.8,577.6,513.0,14,544,178.7,7,0,5,22.9,2016,,
416,Almen,Abdi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
417,Ben,Watson,0,0,1,54,2,1.3,5.6,0.0,0,6,0.6,0,1,0,0.6,2016,,
418,Ikechi,Anya,0,0,1,10,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,2016,,
419,Valon,Behrami,0,0,48,2030,39,101.9,208.2,24.0,0,258,33.6,5,0,7,0.2,2016,,
420,Steven,Berghuis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
421,Nordin,Amrabat,0,3,65,2091,51,494.3,282.4,368.0,5,263,113.9,4,0,4,0.1,2016,,
422,Mario,Suárez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
423,Isaac,Success,1,1,28,519,9,96.7,146.2,225.0,0,87,46.8,1,0,2,0.0,2016,,
424,Troy,Deeney,10,4,130,2944,52,555.9,617.4,900.0,18,441,206.8,6,0,7,4.8,2016,,
425,Odion,Ighalo,1,1,39,1291,29,173.8,93.6,440.0,2,84,70.0,2,0,1,2.4,2016,,
426,Mamadou Obbi,Oularé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
427,Jerome,Sinclair,0,0,6,116,1,14.3,1.0,22.0,0,11,3.5,0,0,0,0.2,2016,,
428,Boaz,Myhill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2016,,
429,Ben,Foster,0,0,113,3420,51,20.3,767.0,5.0,4,629,79.5,6,0,2,12.6,2016,,
430,Jonny,Evans,2,1,79,2637,39,117.5,626.6,259.0,7,478,100.6,4,0,8,4.1,2016,,
431,Jonas,Olsson,0,0,8,590,13,1.1,96.4,21.0,0,60,12.0,1,0,3,0.5,2016,,
432,Craig,Dawson,4,0,102,3276,50,317.1,742.4,418.0,6,500,147.9,6,0,10,2.5,2016,,
433,Sébastien,Pocognoli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2016,,
434,Cristian,Gamboa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2016,,
435,Gareth,McAuley,6,1,131,3140,45,74.3,913.8,367.0,14,576,135.4,7,0,5,24.7,2016,,
436,James,Chester,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2016,,
437,Chris,Brunt,3,4,99,2477,37,674.5,509.4,340.0,11,462,153.1,4,0,5,2.3,2016,,
438,Darren,Fletcher,2,3,103,3231,45,362.3,393.2,260.0,2,453,101.2,8,0,0,8.1,2016,,
439,Craig,Gardner,0,1,14,218,6,137.9,35.4,11.0,0,52,18.3,1,0,1,0.1,2016,,
440,James,Morrison,5,2,84,1741,22,348.9,351.0,237.0,4,328,93.7,4,0,3,1.1,2016,,
441,Claudio,Yacob,0,0,54,2418,36,108.5,346.0,33.0,0,366,49.0,4,0,9,0.2,2016,,
442,Callum,McManaman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
443,James,McClean,1,3,52,1477,24,331.3,288.6,360.0,1,236,98.2,2,0,9,0.1,2016,,
444,Jonathan,Leko,0,1,12,118,3,29.9,27.4,20.0,0,38,7.6,0,0,0,0.5,2016,,
445,Matt,Phillips,4,9,115,2181,28,508.9,463.2,458.0,12,357,142.3,6,0,2,4.0,2016,,
446,Rickie,Lambert,0,0,1,13,0,11.0,3.6,40.0,0,3,5.5,0,0,0,0.1,2016,,
447,Saido,Berahino,0,0,26,963,13,73.5,38.4,299.0,0,50,40.0,4,0,1,0.5,2016,,
448,Salomón,Rondón,8,3,118,2892,44,430.3,435.4,1430.0,10,287,227.8,6,0,2,4.2,2016,,
449,Adrián,San Miguel del Castillo,0,0,64,1440,25,10.0,367.8,0.0,6,311,37.7,6,0,1,1.7,2016,,
450,Darren,Randolph,0,0,69,1980,39,0.0,484.8,0.0,5,370,48.7,4,0,1,1.3,2016,,
451,James,Collins,2,0,69,1655,29,45.4,501.0,169.0,7,364,71.6,6,0,3,4.5,2016,,
452,Winston,Reid,2,3,102,2587,48,104.4,793.6,141.0,16,622,104.0,9,1,8,2.4,2016,,
453,Aaron,Cresswell,0,2,60,2115,35,284.7,307.6,121.0,1,334,71.2,5,1,2,0.3,2016,,
454,Reece,Oxford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,2016,,
455,Angelo,Ogbonna,0,0,45,1755,31,82.4,384.4,51.0,2,322,51.6,4,0,2,0.7,2016,,
456,Sam,Byram,0,1,29,1249,27,118.2,202.2,72.0,2,198,39.4,3,1,5,0.3,2016,,
457,Mark,Noble,3,0,71,2389,40,384.8,342.0,233.0,5,389,95.9,8,0,10,1.2,2016,,
458,Cheikhou,Kouyaté,1,1,79,2723,46,147.4,458.8,200.0,3,438,80.5,9,0,3,0.7,2016,,
459,Pedro,Obiang,1,2,55,1763,32,131.3,311.4,52.0,6,331,49.4,4,0,7,0.3,2016,,
460,Dimitri,Payet,2,8,81,1513,28,1096.6,414.0,516.0,10,347,202.6,4,0,2,6.2,2016,,
461,Manuel,Lanzini,8,3,133,2708,53,863.3,639.0,629.0,20,635,213.5,9,0,9,2.0,2016,,
462,Josh,Cullen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2016,,
463,Michail,Antonio,9,8,132,2433,43,503.1,622.4,1105.0,8,410,222.7,7,1,4,5.3,2016,,
464,Havard,Nordtveit,0,1,31,957,20,63.3,155.4,43.0,0,160,26.1,3,0,2,0.1,2016,,
465,Sofiane,Feghouli,3,3,55,1042,23,320.2,268.0,262.0,4,220,84.9,1,1,1,0.7,2016,,
466,Gökhan,Töre,0,1,10,240,4,87.8,28.2,33.0,0,29,14.6,1,0,0,0.1,2016,,
467,Andy,Carroll,7,2,69,1312,27,220.8,351.8,620.0,6,256,119.2,3,0,3,2.0,2016,,
468,Enner,Valencia,3,3,54,927,12,117.6,194.2,490.0,3,173,79.0,2,0,1,1.7,2016,,
469,Diafra,Sakho,1,0,12,181,4,19.6,41.8,45.0,2,32,10.7,0,0,0,0.1,2016,,
470,Nick,Pope,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.5,2016,,
471,Paul,Robinson,0,0,5,270,7,0.0,66.2,0.0,0,45,6.6,0,0,0,2.3,2016,,
472,Johann Berg,Gudmundsson,1,3,47,999,19,267.3,220.0,161.0,3,187,64.8,3,0,1,0.1,2016,,
473,Ragnar,Klavan,0,0,43,1410,19,52.5,308.2,78.0,4,292,44.0,3,0,3,0.6,2016,,
474,Marko,Grujic,0,0,4,43,0,17.4,8.8,39.0,0,10,6.1,0,0,1,0.2,2016,,
