club_reference,href,name_and_surname,position,market_value,date_of_birth,country
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/james-milner/profil/spieler/3333,James Milner,Central Midfield,6500000.00,1986-01-04 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/herbie-kane/profil/spieler/314253,Herbie Kane,Central Midfield,250000,1998-11-23 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/elijah-dixon-bonner/profil/spieler/433180,Elijah Dixon-Bonner,Central Midfield,-1,2001-01-01 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/thomas-hill/profil/spieler/655990,Thomas Hill,Central Midfield,-1,2002-10-13 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/adam-lallana/profil/spieler/43530,Adam Lallana,Attacking Midfield,9500000.00,1988-05-10 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/ben-woodburn/profil/spieler/344015,Ben Woodburn,Attacking Midfield,4500000.00,1999-10-15 00:00:00,Wales
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/curtis-jones/profil/spieler/433188,Curtis Jones,Attacking Midfield,1800000.00,2001-01-30 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/isaac-christie-davies/profil/spieler/264660,Isaac Christie-Davies,Attacking Midfield,250000,1997-10-18 00:00:00,Wales
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/jake-cain/profil/spieler/565420,Jake Cain,Attacking Midfield,-1,2001-09-02 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/sadio-mane/profil/spieler/200512,Sadio Mané,Left Winger,120000000.00,1992-04-10 00:00:00,Senegal
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/takumi-minamino/profil/spieler/165793,Takumi Minamino,Left Winger,10000000.00,1995-01-16 00:00:00,Japan
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/liam-millar/profil/spieler/487417,Liam Millar,Left Winger,50000,1999-09-27 00:00:00,Canada
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/mohamed-salah/profil/spieler/148455,Mohamed Salah,Right Winger,120000000.00,1992-06-15 00:00:00,Egypt
