club_reference,href,name_and_surname,position,market_value,date_of_birth,country
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/serge-aurier/profil/spieler/127032,Serge Aurier,Right-Back,20000000.00,1992-12-24 00:00:00,Cote d'Ivoire
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/matt-doherty/profil/spieler/171679,Matt Doherty,Right-Back,18000000.00,1992-01-16 00:00:00,Ireland
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/harry-winks/profil/spieler/249126,Harry Winks,Defensive Midfield,22000000.00,1996-02-02 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/tanguy-ndombele/profil/spieler/450936,Tanguy Ndombélé,Central Midfield,50000000.00,1996-12-28 00:00:00,France
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/pierre-emile-hojbjerg/profil/spieler/167799,Pierre-Emile Höjbjerg,Central Midfield,35000000.00,1995-08-05 00:00:00,Denmark
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/giovani-lo-celso/profil/spieler/348795,Giovani Lo Celso,Central Midfield,30000000.00,1996-04-09 00:00:00,Argentina
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/moussa-sissoko/profil/spieler/46001,Moussa Sissoko,Central Midfield,13000000.00,1989-08-16 00:00:00,France
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/dele-alli/profil/spieler/207929,Dele Alli,Attacking Midfield,32000000.00,1996-04-11 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/heung-min-son/profil/spieler/91845,Heung-min Son,Left Winger,85000000.00,1992-07-08 00:00:00,"Korea, South"
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/steven-bergwijn/profil/spieler/284165,Steven Bergwijn,Left Winger,25000000.00,1997-10-08 00:00:00,Netherlands
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/lucas-moura/profil/spieler/77100,Lucas Moura,Right Winger,25000000.00,1992-08-13 00:00:00,Brazil
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/gareth-bale/profil/spieler/39381,Gareth Bale,Right Winger,20000000.00,1989-07-16 00:00:00,Wales
