381,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1000000,AC Cesena,"Aug 29, 2010"
396,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1000000,Crystal Palace,"May 28, 2018"
397,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1000000,Botafogo de Futebol e Regatas,"Feb 18, 2019"
472,https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199,1000000,Austria Vienna,"Jul 22, 2020"
473,https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199,1000000,Austria Vienna,"Dec 21, 2020"
534,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,1000000,FC Lorient,"Dec 28, 2010"
562,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1000000,Aalesunds FK,"Jul 22, 2013"
565,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1000000,Burnley FC,"Sep 24, 2015"
574,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1000000,Djurgardens IF,"Apr 8, 2020"
605,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,1000000,Aston Villa,"Sep 24, 2018"
606,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,1000000,Aston Villa,"Jun 28, 2019"
650,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,1000000,Stoke City,"Aug 1, 2016"
651,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,1000000,Wigan Athletic,"Feb 27, 2017"
680,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,1000000,VVV Venlo,"Sep 19, 2019"
685,https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,1000000,Real Zaragoza,"Apr 13, 2015"
710,https://www.transfermarkt.com/joel-pereira/profil/spieler/192611,1000000,Manchester United,"May 28, 2018"
711,https://www.transfermarkt.com/joel-pereira/profil/spieler/192611,1000000,Manchester United,"Jan 11, 2019"
718,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,1000000,Atl E9tico Madrid,"Aug 27, 2010"
719,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,1000000,Atl E9tico Madrid,"Feb 4, 2011"
720,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,1000000,Atl E9tico Madrid,"Jul 29, 2011"
753,https://www.transfermarkt.com/jonas-lossl/profil/spieler/48870,1000000,FC Midtjylland,"Jan 25, 2011"
754,https://www.transfermarkt.com/jonas-lossl/profil/spieler/48870,1000000,FC Midtjylland,"Jun 30, 2011"
755,https://www.transfermarkt.com/jonas-lossl/profil/spieler/48870,1000000,FC Midtjylland,"Jul 18, 2012"
801,https://www.transfermarkt.com/jordan-rhodes/profil/spieler/48950,1000000,Sheffield Wednesday,"Dec 22, 2020"
820,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,1000000,FC Z FCrich,"Sep 5, 2012"
842,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,1000000,Norwich City,"Oct 15, 2020"
855,https://www.transfermarkt.com/julio-pleguezuelo/profil/spieler/251885,1000000,Twente Enschede FC,"Mar 9, 2021"
859,https://www.transfermarkt.com/jurgen-locadia/profil/spieler/166240,1000000,PSV Eindhoven,"Jan 11, 2013"
897,https://www.transfermarkt.com/kelvin-davis/profil/spieler/13640,1000000,Southampton FC,"Jan 28, 2010"
920,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014,1000000,FC Groningen,"Sep 7, 2011"
967,https://www.transfermarkt.com/loris-karius/profil/spieler/85864,1000000,1.FSV Mainz 05,"Feb 12, 2014"
1021,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,1000000,RCD Espanyol Barcelona,"Feb 14, 2017"
1022,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,1000000,RCD Espanyol Barcelona,"Jun 5, 2017"
1023,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,1000000,RCD Espanyol Barcelona,"Jan 1, 2018"
1029,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,1000000,Watford FC,"Oct 15, 2020"
1044,https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384,1000000,Twente Enschede FC,"Jul 29, 2008"
1115,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,1000000,VVV Venlo,"Jun 30, 2011"
1139,https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664,1000000,FC Schalke 04,"Jan 16, 2007"
1212,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1000000,Udinese Calcio,"Jun 30, 2015"
1219,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1000000,Udinese Calcio,"Dec 20, 2018"
1220,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1000000,Nottingham Forest,"Jun 28, 2019"
1222,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1000000,FC Nantes,"Mar 13, 2020"
1282,https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500,1000000,Melbourne Victory,"Apr 8, 2020"
1283,https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500,1000000,Malm F6 FF,"Aug 5, 2020"
1291,https://www.transfermarkt.com/omar-elabdellaoui/profil/spieler/121404,1000000,Eintracht Braunschweig,"Jun 29, 2013"
1341,https://www.transfermarkt.com/pablo-zabaleta/profil/spieler/20007,1000000,West Ham United,"Dec 10, 2019"
1386,https://www.transfermarkt.com/philip-billing/profil/spieler/320411,1000000,Huddersfield Town,"Aug 16, 2017"
1387,https://www.transfermarkt.com/philip-billing/profil/spieler/320411,1000000,Huddersfield Town,"Jan 2, 2018"
1400,https://www.transfermarkt.com/rachid-ghezzal/profil/spieler/118287,1000000,Olympique Lyon,"Jan 19, 2013"
1403,https://www.transfermarkt.com/rachid-ghezzal/profil/spieler/118287,1000000,Olympique Lyon,"Aug 7, 2014"
1421,https://www.transfermarkt.com/ravel-morrison/profil/spieler/128907,1000000,West Ham United,"Feb 7, 2012"
1429,https://www.transfermarkt.com/ravel-morrison/profil/spieler/128907,1000000,SS Lazio,"Apr 1, 2016"
1436,https://www.transfermarkt.com/ravel-morrison/profil/spieler/128907,1000000,Sheffield United,"Sep 12, 2019"
1539,https://www.transfermarkt.com/salomon-rondon/profil/spieler/80197,1000000,UD Las Palmas,"Apr 5, 2010"
1569,https://www.transfermarkt.com/scott-arfield/profil/spieler/55291,1000000,Falkirk FC,"Feb 25, 2010"
1685,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1000000,Manchester City,"Feb 16, 2006"
1708,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1000000,Stoke City,"Feb 20, 2017"
1709,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1000000,Stoke City,"Jun 28, 2017"
1710,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1000000,Stoke City,"Jan 2, 2018"
1711,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1000000,Stoke City,"May 28, 2018"
1755,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,1000000,Sunderland AFC,"Jun 28, 2017"
1756,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,1000000,Bidvest Wits FC,"Jul 22, 2017"
1800,https://www.transfermarkt.com/stuart-okeefe/profil/spieler/93626,1000000,Crystal Palace,"Aug 12, 2014"
1801,https://www.transfermarkt.com/stuart-okeefe/profil/spieler/93626,1000000,Cardiff City,"Feb 24, 2015"
1812,https://www.transfermarkt.com/sven-kums/profil/spieler/42735,1000000,KV Kortrijk,"Jul 28, 2010"
1845,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1000000,Blackburn Rovers,"Jan 8, 2014"
1852,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1000000,Hull City,"Sep 24, 2018"
1853,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1000000,Chelsea FC,"Jun 13, 2019"
1854,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1000000,Queens Park Rangers,"Feb 27, 2020"
1860,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279,1000000,Tottenham Hotspur,"Apr 7, 2013"
1990,https://www.transfermarkt.com/yaya-toure/profil/spieler/13091,1000000,Olympiacos Piraeus,"Dec 7, 2018"
1995,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1000000,Paris Saint Germain,"Jun 24, 2007"
1997,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1000000,Amiens SC,"May 19, 2008"
2002,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1000000,West Bromwich Albion,"Jan 19, 2010"
2003,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1000000,West Bromwich Albion,"Jul 19, 2010"
2017,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1000000,Without Club,"Oct 30, 2017"
2018,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1000000,Kilmarnock FC,"Mar 4, 2018"
1496,https://www.transfermarkt.com/ryan-babel/profil/spieler/16135,1100000,Ajax Amsterdam,"Jan 13, 2005"
19,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1200000,Brescia Calcio,"Feb 22, 2021"
200,https://www.transfermarkt.com/brad-guzan/profil/spieler/39471,1200000,Aston Villa,"Feb 23, 2009"
323,https://www.transfermarkt.com/cristian-cuevas/profil/spieler/186863,1200000,Chelsea FC,"Aug 1, 2016"
376,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1200000,Sociedade Esportiva Palmeiras,"Jun 20, 2008"
383,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1200000,Fluminense Football Club,"Feb 21, 2011"
386,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1200000,Fluminense Football Club,"Dec 8, 2011"
431,https://www.transfermarkt.com/dusan-tadic/profil/spieler/36139,1200000,FK Vojvodina Novi Sad,"Jul 6, 2008"
478,https://www.transfermarkt.com/etienne-capoue/profil/spieler/63494,1200000,FC Toulouse,"Oct 9, 2008"
575,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1200000,Djurgardens IF,"Aug 5, 2020"
800,https://www.transfermarkt.com/jordan-rhodes/profil/spieler/48950,1200000,Sheffield Wednesday,"Oct 15, 2020"
888,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,1200000,Bristol City,"Oct 15, 2020"
889,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,1200000,Bristol City,"Mar 10, 2021"
1016,https://www.transfermarkt.com/mame-diouf/profil/spieler/62049,1200000,Stoke City,"Apr 8, 2020"
1017,https://www.transfermarkt.com/mame-diouf/profil/spieler/62049,1200000,Hatayspor,"Dec 23, 2020"
1028,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,1200000,CD Legan E9s,"Apr 8, 2020"
1103,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,1200000,Helsingborgs IF,"Aug 5, 2020"
1140,https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664,1200000,FC Schalke 04,"Jun 21, 2007"
1250,https://www.transfermarkt.com/neeskens-kebano/profil/spieler/111422,1200000,Fulham FC,"Apr 8, 2020"
1251,https://www.transfermarkt.com/neeskens-kebano/profil/spieler/111422,1200000,Fulham FC,"Oct 13, 2020"
1252,https://www.transfermarkt.com/neeskens-kebano/profil/spieler/111422,1200000,Middlesbrough FC,"Mar 10, 2021"
1533,https://www.transfermarkt.com/ryan-babel/profil/spieler/16135,1200000,Galatasaray SK,"Mar 16, 2021"
1834,https://www.transfermarkt.com/sven-kums/profil/spieler/42735,1200000,KAA Gent,"Jan 4, 2021"
1885,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1200000,CD Lugo,"Jun 29, 2019"
1996,https://www.transfermarkt.com/youssouf-mulumbu/profil/spieler/45272,1200000,Amiens SC,"Apr 9, 2008"
8,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1250000,FC Viktoria Plzen,"Aug 3, 2016"
9,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1250000,FC Viktoria Plzen,"Dec 19, 2016"
10,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1250000,FC Viktoria Plzen,"Jun 10, 2017"
108,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,1250000,Coventry City,"Oct 24, 2010"
153,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,1250000,Sivasspor,"Feb 12, 2018"
262,https://www.transfermarkt.com/brown-ideye/profil/spieler/64308,1250000,Aris Thessaloniki,"Sep 23, 2019"
287,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,1250000,New England Revolution,"Mar 20, 2019"
326,https://www.transfermarkt.com/cristian-cuevas/profil/spieler/186863,1250000,Twente Enschede FC,"Jan 17, 2018"
328,https://www.transfermarkt.com/cristian-cuevas/profil/spieler/186863,1250000,Austria Vienna,"Dec 19, 2018"
896,https://www.transfermarkt.com/kelvin-davis/profil/spieler/13640,1250000,Southampton FC,"Jan 7, 2009"
922,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014,1250000,FC Groningen,"Jun 12, 2013"
1035,https://www.transfermarkt.com/marcus-edwards/profil/spieler/314367,1250000,SBV Excelsior Rotterdam,"Mar 13, 2019"
1036,https://www.transfermarkt.com/marcus-edwards/profil/spieler/314367,1250000,SBV Excelsior Rotterdam,"Jun 12, 2019"
1114,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,1250000,VVV Venlo,"Aug 20, 2010"
1116,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,1250000,VVV Venlo,"Jul 25, 2012"
1260,https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500,1250000,Malm F6 FF,"Jul 3, 2008"
1281,https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500,1250000,Melbourne Victory,"Sep 11, 2019"
1401,https://www.transfermarkt.com/rachid-ghezzal/profil/spieler/118287,1250000,Olympique Lyon,"May 30, 2013"
1402,https://www.transfermarkt.com/rachid-ghezzal/profil/spieler/118287,1250000,Olympique Lyon,"Jan 14, 2014"
1404,https://www.transfermarkt.com/rachid-ghezzal/profil/spieler/118287,1250000,Olympique Lyon,"Jan 14, 2015"
1566,https://www.transfermarkt.com/scott-arfield/profil/spieler/55291,1250000,Falkirk FC,"Nov 13, 2008"
1567,https://www.transfermarkt.com/scott-arfield/profil/spieler/55291,1250000,Falkirk FC,"Dec 18, 2008"
1568,https://www.transfermarkt.com/scott-arfield/profil/spieler/55291,1250000,Falkirk FC,"Oct 21, 2009"
1686,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1250000,Manchester City,"Feb 28, 2006"
1719,https://www.transfermarkt.com/steve-mounie/profil/spieler/238639,1250000,Montpellier HSC,"Nov 1, 2016"
1847,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1250000,NEC Nijmegen,"Feb 5, 2016"
1851,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1250000,FC Groningen,"Jan 17, 2018"
535,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,1300000,FC Lorient,"May 24, 2011"
563,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1300000,Aalesunds FK,"Jan 2, 2014"
564,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1300000,Aalesunds FK,"Dec 7, 2014"
573,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1300000,Djurgardens IF,"Nov 20, 2019"
1572,https://www.transfermarkt.com/scott-arfield/profil/spieler/55291,1300000,Burnley FC,"Jan 8, 2014"
1813,https://www.transfermarkt.com/sven-kums/profil/spieler/42735,1300000,KV Kortrijk,"Jan 10, 2011"
1113,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,1400000,Nagoya Grampus,"Dec 14, 2009"
11,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1500000,Brighton   Hove Albion,"Aug 16, 2017"
12,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1500000,Brighton   Hove Albion,"Jan 2, 2018"
13,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1500000,Brighton   Hove Albion,"May 28, 2018"
17,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1500000,Brescia Calcio,"Apr 8, 2020"
18,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1500000,Brescia Calcio,"Aug 25, 2020"
42,https://www.transfermarkt.com/alessandro-diamanti/profil/spieler/23197,1500000,Atalanta BC,"Feb 9, 2016"
60,https://www.transfermarkt.com/alex-bruce/profil/spieler/37957,1500000,Hull City,"Jul 11, 2013"
62,https://www.transfermarkt.com/alex-bruce/profil/spieler/37957,1500000,Hull City,"Aug 12, 2014"
147,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,1500000,Everton FC,"Feb 12, 2015"
148,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,1500000,Everton FC,"Jul 1, 2015"
151,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,1500000,Everton FC,"Feb 20, 2017"
152,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,1500000,Everton FC,"Jun 28, 2017"
165,https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873,1500000,Portsmouth FC,"Jan 24, 2010"
214,https://www.transfermarkt.com/brad-guzan/profil/spieler/39471,1500000,Middlesbrough FC,"Feb 20, 2017"
239,https://www.transfermarkt.com/brown-ideye/profil/spieler/64308,1500000,Neuch E2tel Xamax,"Aug 31, 2009"
275,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,1500000,Elche CF,"Jun 15, 2013"
284,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,1500000,Deportivo de La Coru F1a,"Jan 1, 2018"
288,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,1500000,New England Revolution,"May 27, 2019"
321,https://www.transfermarkt.com/cristian-cuevas/profil/spieler/186863,1500000,FC Eindhoven,"Feb 10, 2014"
322,https://www.transfermarkt.com/cristian-cuevas/profil/spieler/186863,1500000,Sint Truidense VV,"Feb 7, 2016"
512,https://www.transfermarkt.com/florent-hadergjonaj/profil/spieler/238809,1500000,BSC Young Boys,"Dec 15, 2014"
603,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,1500000,Aston Villa,"Sep 18, 2017"
604,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,1500000,Aston Villa,"Feb 27, 2018"
623,https://www.transfermarkt.com/ismaila-sarr/profil/spieler/410225,1500000,FC Metz,"Jan 16, 2017"
675,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,1500000,Watford FC,"Aug 1, 2016"
676,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,1500000,Birmingham City,"Feb 27, 2017"
677,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,1500000,Watford FC,"Jun 28, 2017"
678,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,1500000,Watford FC,"Jan 2, 2018"
679,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,1500000,Watford FC,"May 28, 2018"
760,https://www.transfermarkt.com/jonas-lossl/profil/spieler/48870,1500000,EA Guingamp,"Jan 14, 2015"
765,https://www.transfermarkt.com/jonas-lossl/profil/spieler/48870,1500000,1.FSV Mainz 05,"Jun 19, 2017"
821,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,1500000,FC Z FCrich,"Apr 14, 2013"
882,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,1500000,Huddersfield Town,"Oct 23, 2017"
883,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,1500000,Chelsea FC U23,"Jan 2, 2018"
884,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,1500000,Blackburn Rovers,"Sep 24, 2018"
921,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014,1500000,FC Groningen,"Jan 10, 2012"
1015,https://www.transfermarkt.com/mame-diouf/profil/spieler/62049,1500000,Stoke City,"Feb 27, 2020"
1018,https://www.transfermarkt.com/mame-diouf/profil/spieler/62049,1500000,Hatayspor,"Mar 16, 2021"
1027,https://www.transfermarkt.com/marc-navarro/profil/spieler/335245,1500000,CD Legan E9s,"Dec 20, 2019"
1045,https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384,1500000,Twente Enschede FC,"Dec 2, 2008"
1082,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,1500000,Blackburn Rovers,"Aug 13, 2010"
1216,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1500000,Leicester City,"Jun 28, 2017"
1217,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1500000,Watford FC,"Jan 2, 2018"
1218,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1500000,Watford FC,"May 28, 2018"
1249,https://www.transfermarkt.com/neeskens-kebano/profil/spieler/111422,1500000,Fulham FC,"Feb 27, 2020"
1279,https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500,1500000,FC Toulouse,"Jun 4, 2018"
1280,https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500,1500000,Melbourne Victory,"Mar 2, 2019"
1292,https://www.transfermarkt.com/omar-elabdellaoui/profil/spieler/121404,1500000,Eintracht Braunschweig,"Feb 12, 2014"
1368,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,1500000,RCD Espanyol Barcelona,"Apr 7, 2016"
1369,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,1500000,RCD Espanyol Barcelona,"Jul 15, 2016"
1370,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,1500000,Tottenham Hotspur,"Feb 20, 2017"
1371,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,1500000,Tottenham Hotspur,"Jun 28, 2017"
1428,https://www.transfermarkt.com/ravel-morrison/profil/spieler/128907,1500000,SS Lazio,"Jan 4, 2016"
1480,https://www.transfermarkt.com/russell-martin/profil/spieler/67303,1500000,Norwich City,"Sep 4, 2011"
1492,https://www.transfermarkt.com/russell-martin/profil/spieler/67303,1500000,Rangers FC,"Mar 4, 2018"
1532,https://www.transfermarkt.com/ryan-babel/profil/spieler/16135,1500000,Galatasaray SK,"Dec 23, 2020"
1610,https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005,1500000,FC Schalke 04,"Mar 11, 2013"
1706,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1500000,Stoke City,"Feb 9, 2016"
1707,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,1500000,Stoke City,"Aug 1, 2016"
1752,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,1500000,Everton FC,"Feb 9, 2016"
1753,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,1500000,Sunderland AFC,"Oct 24, 2016"
1754,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,1500000,Sunderland AFC,"Feb 20, 2017"
1790,https://www.transfermarkt.com/stewart-downing/profil/spieler/4063,1500000,Middlesbrough FC,"Jun 28, 2019"
1814,https://www.transfermarkt.com/sven-kums/profil/spieler/42735,1500000,KV Kortrijk,"Jun 30, 2011"
1848,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1500000,Chelsea FC,"Aug 1, 2016"
1849,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1500000,Chelsea FC,"Feb 20, 2017"
1850,https://www.transfermarkt.com/todd-kane/profil/spieler/154287,1500000,Chelsea FC,"Jun 28, 2017"
1880,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1500000,West Ham United U23,"Aug 1, 2016"
1881,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1500000,Oxford United,"Apr 21, 2017"
1882,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1500000,Real Valladolid CF,"Mar 2, 2018"
1883,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1500000,Real Valladolid CF,"May 30, 2018"
1884,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1500000,CD Lugo,"Feb 19, 2019"
1938,https://www.transfermarkt.com/wesley-hoedt/profil/spieler/253765,1500000,AZ Alkmaar,"Feb 16, 2015"
124,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,1600000,Al Arabi SC,"Dec 31, 2020"
290,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,1600000,New England Revolution,"Apr 8, 2020"
673,https://www.transfermarkt.com/jan-mlakar/profil/spieler/309180,1600000,NK Maribor,"Jan 6, 2021"
799,https://www.transfermarkt.com/jordan-rhodes/profil/spieler/48950,1600000,Sheffield Wednesday,"Apr 8, 2020"
841,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,1600000,Norwich City,"Apr 8, 2020"
887,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,1600000,Bristol City,"Apr 8, 2020"
1887,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371,1600000,FC Famalic E3o,"Apr 8, 2020"
14,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1700000,Brescia Calcio,"Jan 17, 2019"
15,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1700000,Brescia Calcio,"Jun 5, 2019"
22,https://www.transfermarkt.com/alessandro-diamanti/profil/spieler/23197,1700000,AS Livorno,"Feb 5, 2008"
123,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,1700000,Al Arabi SC,"Apr 8, 2020"
320,https://www.transfermarkt.com/cristian-cuevas/profil/spieler/186863,1700000,Chelsea FC,"Jul 25, 2013"
584,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,1700000,Stoke City,"Jul 4, 2008"
993,https://www.transfermarkt.com/mame-diouf/profil/spieler/62049,1700000,Molde FK,"Jun 12, 2009"
109,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,1750000,Cardiff City,"Feb 7, 2012"
110,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,1750000,Cardiff City,"Jun 22, 2012"
387,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1750000,Fluminense Football Club,"May 24, 2012"
395,https://www.transfermarkt.com/diego-cavalieri/profil/spieler/53231,1750000,Fluminense Football Club,"Dec 7, 2017"
404,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,1750000,ES Troyes AC,"Jun 1, 2012"
432,https://www.transfermarkt.com/dusan-tadic/profil/spieler/36139,1750000,FK Vojvodina Novi Sad,"Sep 28, 2008"
1760,https://www.transfermarkt.com/stewart-downing/profil/spieler/4063,1750000,Middlesbrough FC,"Nov 16, 2004"
1815,https://www.transfermarkt.com/sven-kums/profil/spieler/42735,1750000,SC Heerenveen,"Jan 10, 2012"
1939,https://www.transfermarkt.com/wesley-hoedt/profil/spieler/253765,1750000,SS Lazio,"Jul 1, 2015"
577,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,1800000,Qingdao FC,"Apr 26, 2021"
672,https://www.transfermarkt.com/jan-mlakar/profil/spieler/309180,1800000,Wigan Athletic,"Apr 8, 2020"
1215,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,1800000,Udinese Calcio,"Jan 2, 2017"
1659,https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219,1800000,Sint Truidense VV,"Jan 25, 2010"
16,https://www.transfermarkt.com/ales-mateju/profil/spieler/242078,1900000,Brescia Calcio,"Dec 12, 2019"
41,https://www.transfermarkt.com/alessandro-diamanti/profil/spieler/23197,2000000,Guangzhou Evergrande Taobao,"Jun 30, 2015"
111,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,2000000,Cardiff City,"Mar 2, 2013"
135,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,2000000,Sevilla FC,"Dec 3, 2009"
137,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,2000000,Sevilla FC,"Aug 27, 2010"
