,club_reference,href,name_and_surname,position,market_value,date_of_birth,country
23,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/fabian-delph/profil/spieler/50362,Fabian Delph,Central Midfield,€8.00m ,"Nov 21, 1989 (26)",England
24,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/yaya-toure/profil/spieler/13091,Yaya Touré,Central Midfield,€8.00m ,"May 13, 1983 (33)",Cote d'Ivoire
25,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/aaron-mooy/profil/spieler/123951,Aaron Mooy,Central Midfield,€5.00m ,"Sep 15, 1990 (25)",Australia
26,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/aleix-garcia/profil/spieler/261504,Aleix García,Central Midfield,€1.00m ,"Jun 28, 1997 (19)",Spain
27,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/phil-foden/profil/spieler/406635,Phil Foden,Central Midfield, ,"May 28, 2000 (16)",England
28,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/angelino/profil/spieler/277179,Angeliño,Left Midfield,€500Th. ,"Jan 4, 1997 (19)",Spain
29,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/kevin-de-bruyne/profil/spieler/88755,Kevin De Bruyne,Attacking Midfield,€65.00m ,"Jun 28, 1991 (25)",Belgium
30,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/david-silva/profil/spieler/35518,David Silva,Attacking Midfield,€30.00m ,"Jan 8, 1986 (30)",Spain
31,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/samir-nasri/profil/spieler/18935,Samir Nasri,Attacking Midfield,€16.00m ,"Jun 26, 1987 (29)",France
32,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/brahim-diaz/profil/spieler/314678,Brahim Díaz,Attacking Midfield, ,"Aug 3, 1999 (16)",Spain
33,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/raheem-sterling/profil/spieler/134425,Raheem Sterling,Left Winger,€45.00m ,"Dec 8, 1994 (21)",England
34,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/nolito/profil/spieler/70934,Nolito,Left Winger,€12.00m ,"Oct 15, 1986 (29)",Spain
35,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/leroy-sane/profil/spieler/192565,Leroy Sané,Right Winger,€35.00m ,"Jan 11, 1996 (20)",Germany
36,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/patrick-roberts/profil/spieler/225452,Patrick Roberts,Right Winger,€7.50m ,"Feb 5, 1997 (19)",England
37,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/marlos-moreno/profil/spieler/345654,Marlos Moreno,Right Winger,€1.00m ,"Sep 20, 1996 (19)",Colombia
38,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/sergio-aguero/profil/spieler/26399,Sergio Agüero,Centre-Forward,€65.00m ,"Jun 2, 1988 (28)",Argentina
39,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/gabriel-jesus/profil/spieler/363205,Gabriel Jesus,Centre-Forward,€30.00m ,"Apr 3, 1997 (19)",Brazil
40,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/wilfried-bony/profil/spieler/81808,Wilfried Bony,Centre-Forward,€18.00m ,"Dec 10, 1988 (27)",Cote d'Ivoire
41,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/kelechi-iheanacho/profil/spieler/295330,Kelechi Iheanacho,Centre-Forward,€15.00m ,"Oct 3, 1996 (19)",Nigeria
42,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/enes-unal/profil/spieler/251106,Enes Ünal,Centre-Forward,€10.00m ,"May 10, 1997 (19)",Turkey
43,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2016,/ruben-sobrino/profil/spieler/85383,Rubén Sobrino,Centre-Forward,€500Th. ,"Jun 1, 1992 (24)",Spain
44,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/thibaut-courtois/profil/spieler/108390,Thibaut Courtois,Goalkeeper,€40.00m ,"May 11, 1992 (24)",Belgium
45,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/asmir-begovic/profil/spieler/33873,Asmir Begovic,Goalkeeper,€8.00m ,"Jun 20, 1987 (29)",Bosnia-Herzegovina
46,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/eduardo/profil/spieler/34159,Eduardo,Goalkeeper,€1.50m ,"Sep 19, 1982 (33)",Portugal
47,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/matej-delac/profil/spieler/60220,Matej Delac,Goalkeeper,€900Th. ,"Aug 20, 1992 (23)",Croatia
48,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/jamal-blackman/profil/spieler/128898,Jamal Blackman,Goalkeeper,€250Th. ,"Oct 27, 1993 (22)",England
49,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/david-luiz/profil/spieler/46741,David Luiz,Centre-Back,€30.00m ,"Apr 22, 1987 (29)",Brazil
50,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/andreas-christensen/profil/spieler/196948,Andreas Christensen,Centre-Back,€18.00m ,"Apr 10, 1996 (20)",Denmark
51,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/gary-cahill/profil/spieler/27511,Gary Cahill,Centre-Back,€16.00m ,"Dec 19, 1985 (30)",England
52,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/kurt-zouma/profil/spieler/157509,Kurt Zouma,Centre-Back,€15.00m ,"Oct 27, 1994 (21)",France
53,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/nathan-ake/profil/spieler/177476,Nathan Aké,Centre-Back,€8.00m ,"Feb 18, 1995 (21)",Netherlands
54,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/branislav-ivanovic/profil/spieler/36827,Branislav Ivanovic,Centre-Back,€5.00m ,"Feb 22, 1984 (32)",Serbia
55,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/tomas-kalas/profil/spieler/148657,Tomas Kalas,Centre-Back,€4.00m ,"May 15, 1993 (23)",Czech Republic
56,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/michael-hector/profil/spieler/157490,Michael Hector,Centre-Back,€3.00m ,"Jul 19, 1992 (23)",Jamaica
57,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/kenneth-omeruo/profil/spieler/131708,Kenneth Omeruo,Centre-Back,€2.00m ,"Oct 17, 1993 (22)",Nigeria
58,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/matt-miazga/profil/spieler/245893,Matt Miazga,Centre-Back,€2.00m ,"Jul 19, 1995 (20)",United States
59,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/john-terry/profil/spieler/3160,John Terry,Centre-Back,€1.00m ,"Dec 7, 1980 (35)",England
60,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/marcos-alonso/profil/spieler/112515,Marcos Alonso,Left-Back,€25.00m ,"Dec 28, 1990 (25)",Spain
61,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/abdul-rahman-baba/profil/spieler/224884,Abdul Rahman Baba,Left-Back,€8.00m ,"Jul 2, 1994 (21)",Ghana
62,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/cristian-cuevas/profil/spieler/186863,Cristian Cuevas,Left-Back,€900Th. ,"Apr 2, 1995 (21)",Chile
63,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/cesar-azpilicueta/profil/spieler/57500,César Azpilicueta,Right-Back,€30.00m ,"Aug 28, 1989 (26)",Spain
64,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/juan-cuadrado/profil/spieler/91970,Juan Cuadrado,Right-Back,€25.00m ,"May 26, 1988 (28)",Colombia
65,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/todd-kane/profil/spieler/154287,Todd Kane,Right-Back,€1.50m ,"Sep 17, 1993 (22)",England
66,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/wallace-oliveira/profil/spieler/181779,Wallace Oliveira,Right-Back,€1.00m ,"May 1, 1994 (22)",Brazil
67,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/ola-aina/profil/spieler/236490,Ola Aina,Right-Back,€1.00m ,"Oct 8, 1996 (19)",Nigeria
68,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/nemanja-matic/profil/spieler/74683,Nemanja Matic,Defensive Midfield,€35.00m ,"Aug 1, 1988 (27)",Serbia
69,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/nathaniel-chalobah/profil/spieler/128900,Nathaniel Chalobah,Defensive Midfield,€5.00m ,"Dec 12, 1994 (21)",England
70,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/ngolo-kante/profil/spieler/225083,N'Golo Kanté,Central Midfield,€50.00m ,"Mar 29, 1991 (25)",France
71,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/cesc-fabregas/profil/spieler/8806,Cesc Fàbregas,Central Midfield,€35.00m ,"May 4, 1987 (29)",Spain
72,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/mario-pasalic/profil/spieler/205938,Mario Pasalic,Central Midfield,€8.00m ,"Feb 9, 1995 (21)",Croatia
73,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/marco-van-ginkel/profil/spieler/147034,Marco van Ginkel,Central Midfield,€7.50m ,"Dec 1, 1992 (23)",Netherlands
74,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/lewis-baker/profil/spieler/198589,Lewis Baker,Central Midfield,€5.50m ,"Apr 25, 1995 (21)",England
75,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/ruben-loftus-cheek/profil/spieler/202886,Ruben Loftus-Cheek,Central Midfield,€5.00m ,"Jan 23, 1996 (20)",England
76,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/victorien-angban/profil/spieler/178314,Victorien Angban,Central Midfield,€1.00m ,"Sep 29, 1996 (19)",Cote d'Ivoire
77,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/victor-moses/profil/spieler/59866,Victor Moses,Right Midfield,€18.00m ,"Dec 12, 1990 (25)",Nigeria
78,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/oscar/profil/spieler/85314,Oscar,Attacking Midfield,€22.00m ,"Sep 9, 1991 (24)",Brazil
79,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/nathan/profil/spieler/294798,Nathan,Attacking Midfield,€1.25m ,"Mar 13, 1996 (20)",Brazil
80,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/danilo-pantic/profil/spieler/222830,Danilo Pantic,Attacking Midfield,€400Th. ,"Oct 26, 1996 (19)",Serbia
81,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/eden-hazard/profil/spieler/50202,Eden Hazard,Left Winger,€75.00m ,"Jan 7, 1991 (25)",Belgium
82,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/kenedy/profil/spieler/281404,Kenedy,Left Winger,€7.00m ,"Feb 8, 1996 (20)",Brazil
83,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/christian-atsu/profil/spieler/186997,Christian Atsu,Left Winger,€5.00m ,"Jan 10, 1992 (24)",Ghana
84,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/jeremie-boga/profil/spieler/216569,Jérémie Boga,Left Winger,€2.50m ,"Jan 3, 1997 (19)",Cote d'Ivoire
85,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/willian/profil/spieler/52769,Willian,Right Winger,€32.00m ,"Aug 9, 1988 (27)",Brazil
86,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/pedro/profil/spieler/65278,Pedro,Right Winger,€28.00m ,"Jul 28, 1987 (28)",Spain
87,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/bertrand-traore/profil/spieler/131996,Bertrand Traoré,Right Winger,€8.00m ,"Sep 6, 1995 (20)",Burkina Faso
88,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/lucas-piazon/profil/spieler/176485,Lucas Piazon,Right Winger,€2.50m ,"Jan 20, 1994 (22)",Brazil
89,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/diego-costa/profil/spieler/44779,Diego Costa,Centre-Forward,€50.00m ,"Oct 7, 1988 (27)",Spain
90,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/michy-batshuayi/profil/spieler/179184,Michy Batshuayi,Centre-Forward,€25.00m ,"Oct 2, 1993 (22)",Belgium
91,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/loic-remy/profil/spieler/45121,Loïc Rémy,Centre-Forward,€9.00m ,"Jan 2, 1987 (29)",France
92,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2016,/dominic-solanke/profil/spieler/258889,Dominic Solanke,Centre-Forward,€2.00m ,"Sep 14, 1997 (18)",England
93,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/david-de-gea/profil/spieler/59377,David de Gea,Goalkeeper,€40.00m ,"Nov 7, 1990 (25)",Spain
94,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/sergio-romero/profil/spieler/30690,Sergio Romero,Goalkeeper,€6.00m ,"Feb 22, 1987 (29)",Argentina
95,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/sam-johnstone/profil/spieler/110864,Sam Johnstone,Goalkeeper,€1.00m ,"Mar 25, 1993 (23)",England
96,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/joel-pereira/profil/spieler/192611,Joel Pereira,Goalkeeper,€100Th. ,"Jun 28, 1996 (20)",Portugal
97,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/dean-henderson/profil/spieler/258919,Dean Henderson,Goalkeeper,€100Th. ,"Mar 12, 1997 (19)",England
98,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/kieran-ohara/profil/spieler/289791,Kieran O'Hara,Goalkeeper, ,"Apr 22, 1996 (20)",Ireland
99,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/eric-bailly/profil/spieler/286384,Eric Bailly,Centre-Back,€30.00m ,"Apr 12, 1994 (22)",Cote d'Ivoire
100,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/daley-blind/profil/spieler/12282,Daley Blind,Centre-Back,€22.00m ,"Mar 9, 1990 (26)",Netherlands
101,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/marcos-rojo/profil/spieler/93176,Marcos Rojo,Centre-Back,€18.00m ,"Mar 20, 1990 (26)",Argentina
102,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/chris-smalling/profil/spieler/103427,Chris Smalling,Centre-Back,€18.00m ,"Nov 22, 1989 (26)",England
103,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/phil-jones/profil/spieler/117996,Phil Jones,Centre-Back,€14.00m ,"Feb 21, 1992 (24)",England
104,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/axel-tuanzebe/profil/spieler/342046,Axel Tuanzebe,Centre-Back,€1.00m ,"Nov 14, 1997 (18)",England
105,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/luke-shaw/profil/spieler/183288,Luke Shaw,Left-Back,€20.00m ,"Jul 12, 1995 (20)",England
106,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/cameron-borthwick-jackson/profil/spieler/258879,Cameron Borthwick-Jackson,Left-Back,€3.00m ,"Feb 2, 1997 (19)",England
107,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/demetri-mitchell/profil/spieler/258886,Demetri Mitchell,Left-Back, ,"Jan 11, 1997 (19)",England
108,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/matteo-darmian/profil/spieler/54906,Matteo Darmian,Right-Back,€12.00m ,"Dec 2, 1989 (26)",Italy
109,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/antonio-valencia/profil/spieler/33544,Antonio Valencia,Right-Back,€10.00m ,"Aug 4, 1985 (30)",Ecuador
110,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/timothy-fosu-mensah/profil/spieler/315131,Timothy Fosu-Mensah,Right-Back,€2.50m ,"Jan 2, 1998 (18)",Netherlands
111,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/guillermo-varela/profil/spieler/188862,Guillermo Varela,Right-Back,€750Th. ,"Mar 24, 1993 (23)",Uruguay
112,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/morgan-schneiderlin/profil/spieler/56818,Morgan Schneiderlin,Defensive Midfield,€22.00m ,"Nov 8, 1989 (26)",France
113,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/michael-carrick/profil/spieler/3878,Michael Carrick,Defensive Midfield,€1.50m ,"Jul 28, 1981 (34)",England
114,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/paul-pogba/profil/spieler/122153,Paul Pogba,Central Midfield,€75.00m ,"Mar 15, 1993 (23)",France
115,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/ander-herrera/profil/spieler/99343,Ander Herrera,Central Midfield,€30.00m ,"Aug 14, 1989 (26)",Spain
116,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/marouane-fellaini/profil/spieler/39679,Marouane Fellaini,Central Midfield,€12.00m ,"Nov 22, 1987 (28)",Belgium
117,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/bastian-schweinsteiger/profil/spieler/2514,Bastian Schweinsteiger,Central Midfield,€4.50m ,"Aug 1, 1984 (31)",Germany
118,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/matty-willock/profil/spieler/289845,Matty Willock,Central Midfield, ,"Aug 20, 1996 (19)",England
119,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/scott-mctominay/profil/spieler/315969,Scott McTominay,Central Midfield, ,"Dec 8, 1996 (19)",Scotland
120,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/ashley-young/profil/spieler/14086,Ashley Young,Left Midfield,€5.00m ,"Jul 9, 1985 (30)",England
121,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/henrikh-mkhitaryan/profil/spieler/55735,Henrikh Mkhitaryan,Attacking Midfield,€35.00m ,"Jan 21, 1989 (27)",Armenia
122,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/juan-mata/profil/spieler/44068,Juan Mata,Attacking Midfield,€30.00m ,"Apr 28, 1988 (28)",Spain
123,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/jesse-lingard/profil/spieler/141660,Jesse Lingard,Attacking Midfield,€12.00m ,"Dec 15, 1992 (23)",England
124,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/andreas-pereira/profil/spieler/203394,Andreas Pereira,Attacking Midfield,€5.00m ,"Jan 1, 1996 (20)",Brazil
125,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/josh-harrop/profil/spieler/289844,Josh Harrop,Attacking Midfield, ,"Dec 15, 1995 (20)",England
126,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/angel-gomes/profil/spieler/392770,Angel Gomes,Attacking Midfield, ,"Aug 31, 2000 (15)",England
127,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/marcus-rashford/profil/spieler/258923,Marcus Rashford,Left Winger,€18.00m ,"Oct 31, 1997 (18)",England
128,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/adnan-januzaj/profil/spieler/177847,Adnan Januzaj,Right Winger,€7.00m ,"Feb 5, 1995 (21)",Belgium
129,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/zak-dearnley/profil/spieler/396284,Zak Dearnley,Right Winger, ,"Sep 28, 1998 (17)",England
130,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/anthony-martial/profil/spieler/182877,Anthony Martial,Centre-Forward,€30.00m ,"Dec 5, 1995 (20)",France
131,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/memphis-depay/profil/spieler/167850,Memphis Depay,Centre-Forward,€19.00m ,"Feb 13, 1994 (22)",Netherlands
132,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/wayne-rooney/profil/spieler/3332,Wayne Rooney,Centre-Forward,€15.00m ,"Oct 24, 1985 (30)",England
133,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/zlatan-ibrahimovic/profil/spieler/3455,Zlatan Ibrahimovic,Centre-Forward,€10.00m ,"Oct 3, 1981 (34)",Sweden
134,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2016,/james-wilson/profil/spieler/214104,James Wilson,Centre-Forward,€2.00m ,"Dec 1, 1995 (20)",England
135,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2016,/wojciech-szczesny/profil/spieler/44058,Wojciech Szczesny,Goalkeeper,€17.00m ,"Apr 18, 1990 (26)",Poland
136,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2016,/david-ospina/profil/spieler/73396,David Ospina,Goalkeeper,€7.00m ,"Aug 31, 1988 (27)",Colombia
137,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2016,/petr-cech/profil/spieler/5658,Petr Cech,Goalkeeper,€7.00m ,"May 20, 1982 (34)",Czech Republic
138,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2016,/emiliano-martinez/profil/spieler/111873,Emiliano Martínez,Goalkeeper,€1.00m ,"Sep 2, 1992 (23)",Argentina
139,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2016,/matt-macey/profil/spieler/220491,Matt Macey,Goalkeeper,€500Th. ,"Sep 9, 1994 (21)",England
