,club_reference,href,name_and_surname,position,market_value,date_of_birth,country
12,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/eric-garcia/profil/spieler/466794,Eric García,Centre-Back, ,"Jan 9, 2001 (17)",Spain
13,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/cameron-humphreys/profil/spieler/277723,Cameron Humphreys,Centre-Back, ,"Aug 22, 1998 (19)",England
14,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/benjamin-mendy/profil/spieler/157495,Benjamin Mendy,Left-Back,€35.00m ,"Jul 17, 1994 (23)",France
15,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/oleksandr-zinchenko/profil/spieler/203853,Oleksandr Zinchenko,Left-Back,€20.00m ,"Dec 15, 1996 (21)",Ukraine
16,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/adrian-bernabe/profil/spieler/466802,Adrián Bernabé,Left-Back, ,"May 26, 2001 (17)",Spain
17,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/kyle-walker/profil/spieler/95424,Kyle Walker,Right-Back,€50.00m ,"May 28, 1990 (28)",England
18,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/danilo/profil/spieler/145707,Danilo,Right-Back,€20.00m ,"Jul 15, 1991 (26)",Brazil
19,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/fernandinho/profil/spieler/26267,Fernandinho,Defensive Midfield,€12.00m ,"May 4, 1985 (33)",Brazil
20,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/douglas-luiz/profil/spieler/447661,Douglas Luiz,Defensive Midfield,€2.50m ,"May 9, 1998 (20)",Brazil
21,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/luke-brattan/profil/spieler/114365,Luke Brattan,Defensive Midfield,€500Th. ,"Mar 8, 1990 (28)",Australia
22,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/claudio-gomes/profil/spieler/395239,Claudio Gomes,Defensive Midfield, ,"Jul 23, 2000 (17)",France
23,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/ilkay-gundogan/profil/spieler/53622,Ilkay Gündogan,Central Midfield,€50.00m ,"Oct 24, 1990 (27)",Germany
24,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/phil-foden/profil/spieler/406635,Phil Foden,Central Midfield,€25.00m ,"May 28, 2000 (18)",England
25,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/fabian-delph/profil/spieler/50362,Fabian Delph,Central Midfield,€15.00m ,"Nov 21, 1989 (28)",England
26,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/aleix-garcia/profil/spieler/261504,Aleix García,Central Midfield,€3.00m ,"Jun 28, 1997 (21)",Spain
27,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/mix-diskerud/profil/spieler/103559,Mix Diskerud,Central Midfield,€1.00m ,"Oct 2, 1990 (27)",United States
28,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/anthony-caceres/profil/spieler/226739,Anthony Cáceres,Central Midfield,€350Th. ,"Sep 29, 1992 (25)",Australia
29,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/taylor-richards/profil/spieler/484551,Taylor Richards,Central Midfield, ,"Dec 4, 2000 (17)",England
30,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/luke-bolton/profil/spieler/382553,Luke Bolton,Right Midfield, ,"Oct 7, 1999 (18)",England
31,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/kevin-de-bruyne/profil/spieler/88755,Kevin De Bruyne,Attacking Midfield,€130.00m ,"Jun 28, 1991 (27)",Belgium
32,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/bernardo-silva/profil/spieler/241641,Bernardo Silva,Attacking Midfield,€100.00m ,"Aug 10, 1994 (23)",Portugal
33,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/david-silva/profil/spieler/35518,David Silva,Attacking Midfield,€20.00m ,"Jan 8, 1986 (32)",Spain
34,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/brahim-diaz/profil/spieler/314678,Brahim Díaz,Attacking Midfield,€17.00m ,"Aug 3, 1999 (18)",Spain
35,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/luka-ilic/profil/spieler/429790,Luka Ilic,Attacking Midfield,€1.00m ,"Jul 2, 1999 (18)",Serbia
36,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/felix-nmecha/profil/spieler/406640,Felix Nmecha,Attacking Midfield, ,"Oct 10, 2000 (17)",England
37,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/raheem-sterling/profil/spieler/134425,Raheem Sterling,Left Winger,€140.00m ,"Dec 8, 1994 (23)",England
38,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/jack-harrison/profil/spieler/417346,Jack Harrison,Left Winger,€4.00m ,"Nov 20, 1996 (21)",England
39,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/leroy-sane/profil/spieler/192565,Leroy Sané,Right Winger,€100.00m ,"Jan 11, 1996 (22)",Germany
40,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/riyad-mahrez/profil/spieler/171424,Riyad Mahrez,Right Winger,€60.00m ,"Feb 21, 1991 (27)",Algeria
41,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/patrick-roberts/profil/spieler/225452,Patrick Roberts,Right Winger,€5.00m ,"Feb 5, 1997 (21)",England
42,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/marlos-moreno/profil/spieler/345654,Marlos Moreno,Right Winger,€700Th. ,"Sep 20, 1996 (21)",Colombia
43,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/ian-poveda/profil/spieler/392763,Ian Poveda,Right Winger, ,"Feb 9, 2000 (18)",England
44,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/gabriel-jesus/profil/spieler/363205,Gabriel Jesus,Centre-Forward,€70.00m ,"Apr 3, 1997 (21)",Brazil
45,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2018,/sergio-aguero/profil/spieler/26399,Sergio Agüero,Centre-Forward,€65.00m ,"Jun 2, 1988 (30)",Argentina
46,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/kepa/profil/spieler/192279,Kepa,Goalkeeper,€60.00m ,"Oct 3, 1994 (23)",Spain
47,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/willy-caballero/profil/spieler/19948,Willy Caballero,Goalkeeper,€1.00m ,"Sep 28, 1981 (36)",Argentina
48,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/eduardo/profil/spieler/34159,Eduardo,Goalkeeper,€750Th. ,"Sep 19, 1982 (35)",Portugal
49,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/jamal-blackman/profil/spieler/128898,Jamal Blackman,Goalkeeper,€500Th. ,"Oct 27, 1993 (24)",England
50,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/rob-green/profil/spieler/11680,Rob Green,Goalkeeper,€250Th. ,"Jan 18, 1980 (38)",England
51,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/jamie-cumming/profil/spieler/396859,Jamie Cumming,Goalkeeper, ,"Sep 4, 1999 (18)",England
52,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/marcin-bulka/profil/spieler/465955,Marcin Bulka,Goalkeeper, ,"Oct 4, 1999 (18)",Poland
53,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/antonio-rudiger/profil/spieler/86202,Antonio Rüdiger,Centre-Back,€50.00m ,"Mar 3, 1993 (25)",Germany
54,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/andreas-christensen/profil/spieler/196948,Andreas Christensen,Centre-Back,€30.00m ,"Apr 10, 1996 (22)",Denmark
55,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/kurt-zouma/profil/spieler/157509,Kurt Zouma,Centre-Back,€25.00m ,"Oct 27, 1994 (23)",France
56,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/david-luiz/profil/spieler/46741,David Luiz,Centre-Back,€20.00m ,"Apr 22, 1987 (31)",Brazil
57,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/ethan-ampadu/profil/spieler/392771,Ethan Ampadu,Centre-Back,€10.00m ,"Sep 14, 2000 (17)",Wales
58,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/gary-cahill/profil/spieler/27511,Gary Cahill,Centre-Back,€8.00m ,"Dec 19, 1985 (32)",England
59,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/kenneth-omeruo/profil/spieler/131708,Kenneth Omeruo,Centre-Back,€5.00m ,"Oct 17, 1993 (24)",Nigeria
60,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/tomas-kalas/profil/spieler/148657,Tomas Kalas,Centre-Back,€4.00m ,"May 15, 1993 (25)",Czech Republic
61,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/michael-hector/profil/spieler/157490,Michael Hector,Centre-Back,€3.00m ,"Jul 19, 1992 (25)",Jamaica
62,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/matt-miazga/profil/spieler/245893,Matt Miazga,Centre-Back,€3.00m ,"Jul 19, 1995 (22)",United States
63,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/marc-guehi/profil/spieler/392757,Marc Guehi,Centre-Back, ,"Jul 13, 2000 (17)",England
64,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/marcos-alonso/profil/spieler/112515,Marcos Alonso,Left-Back,€40.00m ,"Dec 28, 1990 (27)",Spain
65,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/emerson/profil/spieler/181778,Emerson,Left-Back,€15.00m ,"Aug 3, 1994 (23)",Italy
66,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/abdul-rahman-baba/profil/spieler/224884,Abdul Rahman Baba,Left-Back,€5.00m ,"Jul 2, 1994 (23)",Ghana
67,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/cesar-azpilicueta/profil/spieler/57500,César Azpilicueta,Right-Back,€35.00m ,"Aug 28, 1989 (28)",Spain
68,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/ola-aina/profil/spieler/236490,Ola Aina,Right-Back,€10.00m ,"Oct 8, 1996 (21)",Nigeria
69,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/todd-kane/profil/spieler/154287,Todd Kane,Right-Back,€1.00m ,"Sep 17, 1993 (24)",England
70,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/jorginho/profil/spieler/102017,Jorginho,Defensive Midfield,€65.00m ,"Dec 20, 1991 (26)",Italy
71,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/tiemoue-bakayoko/profil/spieler/182618,Tiemoué Bakayoko,Defensive Midfield,€35.00m ,"Aug 17, 1994 (23)",France
72,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/ngolo-kante/profil/spieler/225083,N'Golo Kanté,Central Midfield,€100.00m ,"Mar 29, 1991 (27)",France
73,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/mateo-kovacic/profil/spieler/51471,Mateo Kovacic,Central Midfield,€35.00m ,"May 6, 1994 (24)",Croatia
74,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/ross-barkley/profil/spieler/131978,Ross Barkley,Central Midfield,€30.00m ,"Dec 5, 1993 (24)",England
75,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/ruben-loftus-cheek/profil/spieler/202886,Ruben Loftus-Cheek,Central Midfield,€30.00m ,"Jan 23, 1996 (22)",England
76,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/cesc-fabregas/profil/spieler/8806,Cesc Fàbregas,Central Midfield,€15.00m ,"May 4, 1987 (31)",Spain
77,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/mario-pasalic/profil/spieler/205938,Mario Pasalic,Central Midfield,€10.00m ,"Feb 9, 1995 (23)",Croatia
78,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/marco-van-ginkel/profil/spieler/147034,Marco van Ginkel,Central Midfield,€10.00m ,"Dec 1, 1992 (25)",Netherlands
79,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/danny-drinkwater/profil/spieler/73491,Danny Drinkwater,Central Midfield,€8.00m ,"Mar 5, 1990 (28)",England
80,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/lewis-baker/profil/spieler/198589,Lewis Baker,Central Midfield,€4.00m ,"Apr 25, 1995 (23)",England
81,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/conor-gallagher/profil/spieler/488362,Conor Gallagher,Central Midfield, ,"Feb 6, 2000 (18)",England
82,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/george-mceachran/profil/spieler/392766,George McEachran,Central Midfield, ,"Aug 30, 2000 (17)",England
83,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/davide-zappacosta/profil/spieler/173859,Davide Zappacosta,Right Midfield,€15.00m ,"Jun 11, 1992 (26)",Italy
84,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/victor-moses/profil/spieler/59866,Victor Moses,Right Midfield,€11.00m ,"Dec 12, 1990 (27)",Nigeria
85,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/danilo-pantic/profil/spieler/222830,Danilo Pantic,Attacking Midfield,€2.75m ,"Oct 26, 1996 (21)",Serbia
86,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/charly-musonda-jr-/profil/spieler/177862,Charly Musonda Jr.,Attacking Midfield,€2.00m ,"Oct 15, 1996 (21)",Belgium
87,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/nathan/profil/spieler/294798,Nathan,Attacking Midfield,€900Th. ,"Mar 13, 1996 (22)",Brazil
88,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/eden-hazard/profil/spieler/50202,Eden Hazard,Left Winger,€150.00m ,"Jan 7, 1991 (27)",Belgium
89,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/callum-hudson-odoi/profil/spieler/392768,Callum Hudson-Odoi,Left Winger,€35.00m ,"Nov 7, 2000 (17)",England
90,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/kenedy/profil/spieler/281404,Kenedy,Left Winger,€10.00m ,"Feb 8, 1996 (22)",Brazil
91,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/christian-pulisic/profil/spieler/315779,Christian Pulisic,Right Winger,€60.00m ,"Sep 18, 1998 (19)",United States
92,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/willian/profil/spieler/52769,Willian,Right Winger,€40.00m ,"Aug 9, 1988 (29)",Brazil
93,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/pedro/profil/spieler/65278,Pedro,Right Winger,€20.00m ,"Jul 28, 1987 (30)",Spain
94,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/lucas-piazon/profil/spieler/176485,Lucas Piazon,Right Winger,€1.50m ,"Jan 20, 1994 (24)",Brazil
95,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/alvaro-morata/profil/spieler/128223,Álvaro Morata,Centre-Forward,€50.00m ,"Oct 23, 1992 (25)",Spain
96,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/gonzalo-higuain/profil/spieler/39153,Gonzalo Higuaín,Centre-Forward,€35.00m ,"Dec 10, 1987 (30)",Argentina
97,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/michy-batshuayi/profil/spieler/179184,Michy Batshuayi,Centre-Forward,€30.00m ,"Oct 2, 1993 (24)",Belgium
98,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/tammy-abraham/profil/spieler/331726,Tammy Abraham,Centre-Forward,€20.00m ,"Oct 2, 1997 (20)",England
99,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2018,/olivier-giroud/profil/spieler/82442,Olivier Giroud,Centre-Forward,€15.00m ,"Sep 30, 1986 (31)",France
100,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/alisson/profil/spieler/105470,Alisson,Goalkeeper,€80.00m ,"Oct 2, 1992 (25)",Brazil
101,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/simon-mignolet/profil/spieler/50219,Simon Mignolet,Goalkeeper,€8.00m ,"Mar 6, 1988 (30)",Belgium
102,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/loris-karius/profil/spieler/85864,Loris Karius,Goalkeeper,€5.00m ,"Jun 22, 1993 (25)",Germany
103,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/adam-bogdan/profil/spieler/55247,Ádám Bogdán,Goalkeeper,€500Th. ,"Sep 27, 1987 (30)",Hungary
104,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/kamil-grabara/profil/spieler/346551,Kamil Grabara,Goalkeeper,€400Th. ,"Jan 8, 1999 (19)",Poland
105,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/caoimhin-kelleher/profil/spieler/340918,Caoimhin Kelleher,Goalkeeper, ,"Nov 23, 1998 (19)",Ireland
106,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/virgil-van-dijk/profil/spieler/139208,Virgil van Dijk,Centre-Back,€90.00m ,"Jul 8, 1991 (26)",Netherlands
107,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/joe-gomez/profil/spieler/256178,Joe Gomez,Centre-Back,€35.00m ,"May 23, 1997 (21)",England
108,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/joel-matip/profil/spieler/82105,Joel Matip,Centre-Back,€30.00m ,"Aug 8, 1991 (26)",Cameroon
109,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/dejan-lovren/profil/spieler/37838,Dejan Lovren,Centre-Back,€20.00m ,"Jul 5, 1989 (28)",Croatia
110,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/andrew-robertson/profil/spieler/234803,Andrew Robertson,Left-Back,€60.00m ,"Mar 11, 1994 (24)",Scotland
111,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/alberto-moreno/profil/spieler/207917,Alberto Moreno,Left-Back,€9.00m ,"Jul 5, 1992 (25)",Spain
112,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/trent-alexander-arnold/profil/spieler/314353,Trent Alexander-Arnold,Right-Back,€80.00m ,"Oct 7, 1998 (19)",England
113,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/nathaniel-clyne/profil/spieler/85177,Nathaniel Clyne,Right-Back,€12.00m ,"Apr 5, 1991 (27)",England
114,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/connor-randall/profil/spieler/262545,Connor Randall,Right-Back,€500Th. ,"Oct 21, 1995 (22)",England
115,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/ki-jana-hoever/profil/spieler/485583,Ki-Jana Hoever,Right-Back, ,"Jan 18, 2002 (16)",Netherlands
116,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/fabinho/profil/spieler/225693,Fabinho,Defensive Midfield,€50.00m ,"Oct 23, 1993 (24)",Brazil
117,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/marko-grujic/profil/spieler/222813,Marko Grujic,Defensive Midfield,€20.00m ,"Apr 13, 1996 (22)",Serbia
118,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/naby-keita/profil/spieler/302215,Naby Keïta,Central Midfield,€60.00m ,"Feb 10, 1995 (23)",Guinea
119,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/georginio-wijnaldum/profil/spieler/49499,Georginio Wijnaldum,Central Midfield,€50.00m ,"Nov 11, 1990 (27)",Netherlands
120,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/jordan-henderson/profil/spieler/61651,Jordan Henderson,Central Midfield,€35.00m ,"Jun 17, 1990 (28)",England
121,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/alex-oxlade-chamberlain/profil/spieler/143424,Alex Oxlade-Chamberlain,Central Midfield,€35.00m ,"Aug 15, 1993 (24)",England
122,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/james-milner/profil/spieler/3333,James Milner,Central Midfield,€15.00m ,"Jan 4, 1986 (32)",England
123,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/adam-lallana/profil/spieler/43530,Adam Lallana,Attacking Midfield,€15.00m ,"May 10, 1988 (30)",England
124,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/ben-woodburn/profil/spieler/344015,Ben Woodburn,Attacking Midfield,€5.00m ,"Oct 15, 1999 (18)",Wales
125,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/curtis-jones/profil/spieler/433188,Curtis Jones,Attacking Midfield, ,"Jan 30, 2001 (17)",England
126,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/isaac-christie-davies/profil/spieler/264660,Isaac Christie-Davies,Attacking Midfield, ,"Oct 18, 1997 (20)",Wales
127,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/sadio-mane/profil/spieler/200512,Sadio Mané,Left Winger,€120.00m ,"Apr 10, 1992 (26)",Senegal
128,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/rafael-camacho/profil/spieler/400831,Rafael Camacho,Left Winger, ,"May 22, 2000 (18)",Portugal
129,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/mohamed-salah/profil/spieler/148455,Mohamed Salah,Right Winger,€150.00m ,"Jun 15, 1992 (26)",Egypt
130,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/xherdan-shaqiri/profil/spieler/86792,Xherdan Shaqiri,Right Winger,€25.00m ,"Oct 10, 1991 (26)",Switzerland
131,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/harry-wilson/profil/spieler/279455,Harry Wilson,Right Winger,€12.00m ,"Mar 22, 1997 (21)",Wales
132,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/sheyi-ojo/profil/spieler/236510,Sheyi Ojo,Right Winger,€2.00m ,"Jun 19, 1997 (21)",England
133,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/roberto-firmino/profil/spieler/131789,Roberto Firmino,Centre-Forward,€80.00m ,"Oct 2, 1991 (26)",Brazil
134,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/divock-origi/profil/spieler/148368,Divock Origi,Centre-Forward,€20.00m ,"Apr 18, 1995 (23)",Belgium
135,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/dominic-solanke/profil/spieler/258889,Dominic Solanke,Centre-Forward,€18.00m ,"Sep 14, 1997 (20)",England
136,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/danny-ings/profil/spieler/134294,Danny Ings,Centre-Forward,€15.00m ,"Jul 23, 1992 (25)",England
137,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/daniel-sturridge/profil/spieler/47082,Daniel Sturridge,Centre-Forward,€15.00m ,"Sep 1, 1989 (28)",England
138,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2018,/rhian-brewster/profil/spieler/406560,Rhian Brewster,Centre-Forward, ,"Apr 1, 2000 (18)",England
139,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2018,/david-de-gea/profil/spieler/59377,David de Gea,Goalkeeper,€65.00m ,"Nov 7, 1990 (27)",Spain
